Provider Id,Provider Name
260027,RESEARCH MEDICAL CENTER
260032,BARNES JEWISH HOSPITAL
260034,BATES COUNTY MEMORIAL HOSPITAL
260040,COX MEDICAL CENTER
260047,CAPITAL REGION MEDICAL CENTER
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL
260050,ST FRANCIS HOSPITAL
260052,MERCY HOSPITAL WASHINGTON
260057,CAMERON REGIONAL MEDICAL CENTER
260059,ST JOHNS HOSPITAL-LEBANON
260061,NEVADA REGIONAL MEDICAL CENTER
260062,ST LUKES NORTHLAND HOSPITAL
260064,AUDRAIN MEDICAL CENTER
260065,ST JOHN'S REGIONAL HEALTH CENTER
260068,BOONE HOSPITAL CENTER
260070,PEMISCOT MEMORIAL HOSPITAL
260074,MOBERLY REGIONAL MEDICAL CENTER
260077,ST ANTHONY'S MEDICAL CENTER
260078,OZARKS MEDICAL CENTER
260080,RIPLEY COUNTY MEMORIAL HOSPITAL
260081,SSM ST CLARE HEALTH CENTER
260085,ST JOSEPH MEDICAL CENTER
260091,SSM ST MARYS HEALTH CENTER
260094,SKAGGS REGIONAL MEDICAL CENTER
260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC"
260096,NORTH KANSAS CITY HOSPITAL
260097,WESTERN MISSOURI MEDICAL CENTER
260102,TRUMAN MEDICAL CENTER LAKEWOOD
260104,SSM DEPAUL HEALTH CENTER
260105,ST LOUIS UNIVERSITY HOSPITAL
260108,MISSOURI BAPTIST MEDICAL CENTER
260110,SOUTHEAST MISSOURI HOSPITAL
260113,MISSOURI DELTA MEDICAL CENTER
260115,MISSOURI BAPTIST HOSPITAL SULLIVAN
260116,MINERAL AREA REGIONAL MEDICAL CENTER
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST
260138,ST LUKES HOSPITAL OF KANSAS CITY
260141,UNIVERSITY OF MISSOURI HEALTH CARE
260142,FITZGIBBON MEMORIAL HOSPITAL
260147,SAC-OSAGE HOSPITAL
260160,MISSOURI SOUTHERN HEALTHCARE
260162,BARNES-JEWISH WEST COUNTY HOSPITAL
260163,PARKLAND HEALTH CENTER
260175,GOLDEN VALLEY MEMORIAL HOSPITAL
260176,DES PERES HOSPITAL
260177,LIBERTY HOSPITAL
260179,ST LUKES HOSPITAL
260180,CHRISTIAN HOSPITAL NORTHEAST
260183,ST FRANCIS MEDICAL CENTER
260186,LAKE REGIONAL HEALTH SYSTEM
260190,LEE'S SUMMIT MEDICAL CENTER
260191,BARNES-JEWISH ST PETERS HOSPITAL
260193,ST MARY'S MEDICAL CENTER
260195,CITIZENS MEMORIAL HOSPITAL
260200,SSM ST JOSEPH HOSPITAL WEST
260207,OZARKS COMMUNITY HOSPITAL
260209,CALLAWAY COMMUNITY HOSPITAL
260210,ST ALEXIUS HOSPITAL
260214,RESEARCH BELTON HOSPITAL
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL
260219,PROGRESS WEST HEALTHCARE CENTER
270003,ST PETER'S HOSPITAL
270004,BILLINGS CLINIC HOSPITAL
270012,BENEFIS HOSPITALS INC
270014,ST PATRICK HOSPITAL
270017,ST JAMES HEALTHCARE
270023,COMMUNITY MEDICAL CENTER INC
270032,NORTHERN MONTANA HOSPITAL
270049,ST VINCENT HEALTHCARE
270051,KALISPELL REGIONAL MEDICAL CENTER
270057,BOZEMAN DEACONESS HOSPITAL
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET
270086,GREAT FALLS CLINIC MEDICAL CENTER
270087,HEALTH CENTER NORTHWEST
280003,BRYANLGH MEDICAL CENTER
280009,GOOD SAMARITAN HOSPITAL
280013,THE NEBRASKA MEDICAL CENTER
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER
280023,ST FRANCIS MEDICAL CENTER
280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH
280032,MARY LANNING MEMORIAL HOSPITAL
280040,THE NEBRASKA METHODIST HOSPITAL
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER
280061,REGIONAL WEST MEDICAL CENTER
280065,GREAT PLAINS REGIONAL MEDICAL CENTER
280077,FREMONT AREA MEDICAL CENTER
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER
280105,ALEGENT HEALTH MIDLANDS HOSPITAL
280111,COLUMBUS COMMUNITY HOSPITAL
280125,FAITH REGIONAL HEALTH SERVICES
280127,LINCOLN SURGICAL HOSPITAL
280128,NEBRASKA HEART HOSPITAL
280129,NEBRASKA ORTHOPAEDIC HOSPITAL
280130,ALEGENT HEALTH LAKESIDE HOSPITAL
280131,MIDWEST SURGICAL HOSPITAL LLC
280132,BELLEVUE MEDICAL CENTER
280133,"NEBRASKA SPINE HOSPITAL, LLC"
290001,RENOWN REGIONAL MEDICAL CENTER
290003,SUNRISE HOSPITAL AND MEDICAL CENTER
290005,NORTH VISTA HOSPITAL
290006,BANNER CHURCHILL COMMUNITY HOSPITAL
290007,UMC OF SOUTHERN NEVADA
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL
290009,SAINT MARY'S REGIONAL MEDICAL CENTER
290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA
290019,CARSON TAHOE REGIONAL MEDICAL CENTER
290021,VALLEY HOSPITAL MEDICAL CENTER
290022,DESERT SPRINGS HOSPITAL
290032,NORTHERN NEVADA MEDICAL CENTER
290039,MOUNTAINVIEW HOSPITAL
290041,SUMMERLIN HOSPITAL MEDICAL CENTER
290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER
290051,SIERRA SURGERY HOSPITAL
290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER
300001,CONCORD HOSPITAL
300003,MARY HITCHCOCK MEMORIAL HOSPITAL
300005,LAKES REGION GENERAL HOSPITAL
300011,ST JOSEPH HOSPITAL
300012,ELLIOT HOSPITAL
300014,FRISBIE MEMORIAL HOSPITAL
300017,PARKLAND MEDICAL CENTER
300018,WENTWORTH-DOUGLASS HOSPITAL
300019,CHESHIRE MEDICAL CENTER
300020,SOUTHERN NH MEDICAL CENTER
300023,EXETER HOSPITAL INC
300029,PORTSMOUTH REGIONAL HOSPITAL
300034,CATHOLIC MEDICAL CENTER
310001,HACKENSACK UNIVERSITY MEDICAL CENTER
310002,NEWARK BETH ISRAEL MEDICAL CENTER
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S
310005,HUNTERDON MEDICAL CENTER
310006,"ST MARY'S HOSPITAL, PASSAIC"
310008,HOLY NAME MEDICAL CENTER
310009,CLARA MAASS MEDICAL CENTER
310010,UNIVERSITY MEDICAL CENTER AT PRINCETON
310011,CAPE REGIONAL MEDICAL CENTER INC
310012,VALLEY HOSPITAL
310014,COOPER UNIVERSITY HOSPITAL
310015,MORRISTOWN MEMORIAL HOSPITAL
310016,CHRIST HOSPITAL
310017,CHILTON HOSPITAL
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER
310021,ST FRANCIS MEDICAL CENTER
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY
310025,BAYONNE HOSPITAL CENTER
310027,TRINITAS REGIONAL MEDICAL CENTER
310028,NEWTON MEMORIAL HOSPITAL
310029,OUR LADY OF LOURDES MEDICAL CENTER
310031,DEBORAH HEART AND LUNG CENTER
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER
310034,RIVERVIEW MEDICAL CENTER
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL
310039,RARITAN BAY MEDICAL CENTER
310040,HOBOKEN UNIVERSITY MEDICAL CENTER
310041,COMMUNITY MEDICAL CENTER
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER
310047,SHORE MEDICAL CENTER
310048,SOMERSET MEDICAL CENTER
310050,SAINT CLARE'S HOSPITAL
310051,OVERLOOK HOSPITAL
310052,OCEAN MEDICAL CENTER
310054,MOUNTAINSIDE HOSPITAL
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY
310058,BERGEN REGIONAL MEDICAL CENTER
310060,ST LUKE'S WARREN HOSPITAL
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL
310070,SAINT PETER'S UNIVERSITY HOSPITAL
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS
310075,MONMOUTH MEDICAL CENTER
310076,SAINT BARNABAS MEDICAL CENTER
310081,UNDERWOOD - MEMORIAL HOSPITAL
310083,EAST ORANGE GENERAL HOSPITAL
310084,KIMBALL MEDICAL CENTER
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV
310091,MEMORIAL HOSPITAL OF SALEM COUNTY
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC"
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON
310111,CENTRASTATE MEDICAL CENTER
310112,BAYSHORE COMMUNITY HOSPITAL
310113,SOUTHERN OCEAN MEDICAL CENTER
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER
310119,UMDNJ UNIVERSITY HOSPITAL
310120,SAINT CLARE'S HOSPITAL/SUSSEX
320001,UNM HOSPITAL
320002,ST VINCENT HOSPITAL
320003,ALTA VISTA REGIONAL HOSPITAL
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE
320005,SAN JUAN REGIONAL MEDICAL CENTER
320006,EASTERN NEW MEXICO MEDICAL CENTER
320009,LOVELACE MEDICAL CENTER
320011,ESPANOLA HOSPITAL
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS
320014,MIMBRES MEMORIAL HOSPITAL
320016,GILA REGIONAL MEDICAL CENTER
320017,LOVELACE WOMEN'S HOSPITAL
320018,MEMORIAL MEDICAL CENTER INC
320021,PRESBYTERIAN HOSPITAL
320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS
320030,ARTESIA GENERAL HOSPITAL
320033,LOS ALAMOS MEDICAL CENTER
320037,CIBOLA GENERAL HOSPITAL
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER
320059,NORTHERN NAVAJO MEDICAL CENTER
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER
320061,GALLUP INDIAN MEDICAL CENTER
320062,CROWNPOINT HEALTHCARE FACILITY
320063,CARLSBAD MEDICAL CENTER
320065,LEA REGIONAL MEDICAL CENTER
320067,GUADALUPE COUNTY HOSPITAL
320074,LOVELACE WESTSIDE HOSPITAL
320083,HEART HOSPITAL OF NEW MEXICO
320084,ROOSEVELT GENERAL HOSPITAL
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER
320086,ROSWELL REGIONAL HOSPITAL
320087,CHRISTUS ST VINCENT PHYSICIANS MEDICAL CENTER
330002,PENINSULA HOSPITAL CENTER
330003,ALBANY MEMORIAL HOSPITAL
330004,KINGSTON HOSPITAL
330005,KALEIDA HEALTH
330006,ST JOSEPH'S MEDICAL CENTER
330008,WYOMING COUNTY COMMUNITY HOSPITAL
330009,BRONX-LEBANON HOSPITAL CENTER
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC"
330013,ALBANY MEDICAL CENTER HOSPITAL
330014,JAMAICA HOSPITAL MEDICAL CENTER
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC."
330023,VASSAR BROTHERS MEDICAL CENTER
330024,MOUNT SINAI HOSPITAL
330027,NASSAU UNIVERSITY MEDICAL CENTER
330028,RICHMOND UNIVERSITY MEDICAL CENTER
330029,SHEEHAN MEMORIAL HOSPITAL
330030,NEWARK-WAYNE COMMUNITY HOSPITAL
330033,"CHENANGO MEMORIAL HOSPITAL, INC"
330037,LAKESIDE MEMORIAL HOSPITAL
330043,SOUTHSIDE HOSPITAL
330044,FAXTON-ST LUKE'S HEALTHCARE
330045,HUNTINGTON HOSPITAL
330046,ST LUKE'S ROOSEVELT HOSPITAL
330047,ST MARY'S HOSPITAL AT AMSTERDAM
330049,NORTHERN DUTCHESS HOSPITAL
330053,MEDINA MEMORIAL HOSPITAL
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS
330057,ST PETER'S HOSPITAL
330058,GENEVA GENERAL HOSPITAL
330059,MONTEFIORE MEDICAL CENTER
330061,LAWRENCE HOSPITAL CENTER
330064,NEW YORK DOWNTOWN HOSPITAL
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER
330067,ST FRANCIS HOSPITAL
330073,UNITED MEMORIAL MEDICAL CENTER
330074,F F THOMPSON HOSPITAL
330078,SISTERS OF CHARITY HOSPITAL
330079,ADIRONDACK MEDICAL CENTER
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER
330084,ALICE HYDE MEDICAL CENTER
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL
330086,MOUNT VERNON HOSPITAL
330088,EASTERN LONG ISLAND HOSPITAL
330090,ARNOT OGDEN MEDICAL CENTER
330094,COLUMBIA MEMORIAL HOSPITAL
330096,JONES MEMORIAL HOSPITAL
330101,NEW YORK-PRESBYTERIAN HOSPITAL
330102,KENMORE MERCY HOSPITAL
330103,OLEAN GENERAL HOSPITAL
330104,NYACK HOSPITAL
330106,NORTH SHORE UNIVERSITY HOSPITAL
330107,PECONIC BAY MEDICAL CENTER
330108,"ST JOSEPH'S HOSPITAL, INC"
330111,BERTRAND CHAFFEE HOSPITAL
330115,ONEIDA HEALTHCARE CENTER
330119,LENOX HILL HOSPITAL
330125,ROCHESTER GENERAL HOSPITAL
330126,ORANGE REGIONAL MEDICAL CENTER
330127,JACOBI MEDICAL CENTER
330128,ELMHURST HOSPITAL CENTER
330132,TLC HEALTH NETWORK
330135,BON SECOURS COMMUNITY HOSPITAL
330136,MARY IMOGENE BASSETT HOSPITAL
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC"
330151,ST JAMES MERCY HOSPITAL
330152,LONG ISLAND COLLEGE HOSPITAL
330153,ELLIS HOSPITAL
330157,SAMARITAN MEDICAL CENTER
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN
330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE
330160,STATEN ISLAND UNIVERSITY HOSPITAL
330162,NORTHERN WESTCHESTER HOSPITAL
330163,EASTERN NIAGARA HOSPITAL
330164,HIGHLAND HOSPITAL
330167,WINTHROP-UNIVERSITY HOSPITAL
330169,BETH ISRAEL MEDICAL CENTER
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC"
330177,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR
330180,SAMARITAN HOSPITAL
330181,GLEN COVE HOSPITAL
330182,"ST FRANCIS HOSPITAL, ROSLYN"
330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER
330191,GLENS FALLS HOSPITAL
330193,FLUSHING HOSPITAL MEDICAL CENTER
330194,MAIMONIDES MEDICAL CENTER
330195,LONG ISLAND JEWISH MEDICAL CENTER
330196,CONEY ISLAND HOSPITAL
330197,CANTON-POTSDAM HOSPITAL
330198,SOUTH NASSAU COMMUNITIES HOSPITAL
330199,METROPOLITAN HOSPITAL CENTER
330201,KINGSBROOK JEWISH MEDICAL CENTER
330202,KINGS COUNTY HOSPITAL CENTER
330203,CROUSE HOSPITAL
330204,BELLEVUE HOSPITAL CENTER
330205,ST ANTHONY COMMUNITY HOSPITAL
330208,ST JOHN'S RIVERSIDE HOSPITAL
330211,CLAXTON-HEPBURN MEDICAL CENTER
330213,LEWIS COUNTY GENERAL HOSPITAL
330214,NYU HOSPITALS CENTER
330215,"ROME MEMORIAL HOSPITAL, INC"
330218,OSWEGO HOSPITAL
330219,ERIE COUNTY MEDICAL CENTER
330221,WYCKOFF HEIGHTS MEDICAL CENTER
330222,SARATOGA HOSPITAL
330223,MASSENA MEMORIAL HOSPITAL
330224,BENEDICTINE HOSPITAL
330225,LONG BEACH MEDICAL CENTER
330226,UNITY HOSPITAL OF ROCHESTER
330229,BROOKS MEMORIAL HOSPITAL
330231,QUEENS HOSPITAL CENTER
330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS
330233,BROOKDALE HOSPITAL MEDICAL CENTER
330234,WESTCHESTER MEDICAL CENTER
330235,AUBURN COMMUNITY HOSPITAL
330236,NEW YORK METHODIST HOSPITAL
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL
330239,WOMAN'S CHRISTIAN ASSOCIATION
330240,HARLEM HOSPITAL CENTER
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER
330245,ST ELIZABETH MEDICAL CENTER
330246,ST CHARLES HOSPITAL
330249,"COMMUNITY MEMORIAL HOSPITAL, INC"
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR
330259,MERCY MEDICAL CENTER
330261,PHELPS MEMORIAL HOSPITAL ASSN
330263,"CARTHAGE AREA HOSPITAL, INC"
330264,ST LUKE'S CORNWALL HOSPITAL
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC
330267,HUDSON VALLEY HOSPITAL CENTER
330268,COBLESKILL REGIONAL HOSPITAL
330270,HOSPITAL FOR SPECIAL SURGERY
330273,PUTNAM HOSPITAL CENTER
330276,NATHAN LITTAUER HOSPITAL
330277,CORNING HOSPITAL
330279,MERCY HOSPITAL
330285,STRONG MEMORIAL HOSPITAL
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER
330304,WHITE PLAINS HOSPITAL CENTER
330306,LUTHERAN MEDICAL CENTER
330307,CAYUGA MEDICAL CENTER AT ITHACA
330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER
330331,PLAINVIEW HOSPITAL
330332,ST JOSEPH HOSPITAL
330340,SOUTHAMPTON HOSPITAL
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )
330353,FOREST HILLS HOSPITAL
330372,FRANKLIN HOSPITAL
330385,NORTH CENTRAL BRONX HOSPITAL
330386,CATSKILL REGIONAL MEDICAL CENTER
330393,UNIVERSITY HOSPITAL ( STONY BROOK )
330394,"UNITED HEALTH SERVICES HOSPITALS, INC"
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER
330397,INTERFAITH MEDICAL CENTER
330399,ST BARNABAS HOSPITAL
330401,ST CATHERINE OF SIENA HOSPITAL
340001,CAROLINAS MEDICAL CENTER-NORTHEAST
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE
340003,NORTHERN HOSPITAL OF SURRY COUNTY
340004,HIGH POINT REGIONAL HOSPITAL
340008,SCOTLAND MEMORIAL HOSPITAL
340010,WAYNE MEMORIAL HOSPITAL
340011,SPRUCE PINE COMMUNITY HOSPITAL
340013,RUTHERFORD HOSPITAL INC
340014,FORSYTH MEMORIAL HOSPITAL
340015,ROWAN REGIONAL MEDICAL CENTER
340016,MEDWEST HARRIS
340017,MARGARET R PARDEE MEMORIAL HOSPITAL
340020,CENTRAL CAROLINA HOSPITAL
340021,CLEVELAND REGIONAL MEDICAL CENTER
340023,PARK RIDGE HEALTH
340024,SAMPSON REGIONAL MEDICAL CENTER
340027,LENOIR MEMORIAL HOSPITAL
340028,CAPE FEAR VALLEY MEDICAL CENTER
340030,DUKE UNIVERSITY HOSPITAL
340032,GASTON MEMORIAL HOSPITAL
340036,FRANKLIN REGIONAL MEDICAL CENTER
340037,KINGS MOUNTAIN HOSPITAL INC
340038,BEAUFORT COUNTY MEDICAL CENTER
340039,IREDELL MEMORIAL HOSPITAL INC
340040,PITT COUNTY MEMORIAL HOSPITAL
340041,CALDWELL MEMORIAL HOSPITAL
340042,ONSLOW MEMORIAL HOSPITAL
340047,NORTH CAROLINA BAPTIST HOSPITAL
340049,NORTH CAROLINA SPECIALTY HOSPITAL
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER
340051,WATAUGA MEDICAL CENTER
340053,PRESBYTERIAN HOSPITAL
340055,VALDESE GENERAL HOSPITAL INC
340060,MOREHEAD MEMORIAL HOSPITAL
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL
340064,WILKES REGIONAL MEDICAL CENTER
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM
340069,"WAKEMED, RALEIGH CAMPUS"
340070,ALAMANCE REGIONAL MEDICAL CENTER
340071,BETSY JOHNSON REGIONAL  HOSPITAL
340073,DUKE HEALTH RALEIGH HOSPITAL
340075,GRACE HOSPITAL INC
340084,ANSON COMMUNITY HOSPITAL
340085,THOMASVILLE MEDICAL CENTER
340087,THE MCDOWELL HOSPITAL
340090,JOHNSTON MEMORIAL HOSPITAL
340091,"MOSES H CONE MEMORIAL HOSPITAL, THE"
340096,LEXINGTON MEMORIAL HOSPITAL INC
340097,HUGH CHATHAM MEMORIAL HOSPITAL
340098,CAROLINAS MED CENTER-MERCY
340099,ROANOKE CHOWAN HOSPITAL
340106,SANDHILLS REGIONAL MEDICAL CENTER
340107,HERITAGE HOSPITAL
340109,ALBEMARLE HOSPITAL AUTHORITY
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH
340114,REX HOSPITAL
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL
340116,FRYE REGIONAL MEDICAL CENTER
340119,STANLY REGIONAL MEDICAL CENTER
340120,DUPLIN GENERAL HOSPITAL
340123,RANDOLPH HOSPITAL
340126,WILSON MEDICAL CENTER
340127,GRANVILLE MEDICAL CENTER
340129,LAKE NORMAN REGIONAL MEDICAL CENTER
340130,CAROLINAS MEDICAL CENTER-UNION
340131,CAROLINA EAST MEDICAL CENTER
340132,MARIA PARHAM MEDICAL CENTER
340133,MARTIN GENERAL HOSPITAL
340141,NEW HANOVER REGIONAL MEDICAL CENTER
340142,CARTERET GENERAL HOSPITAL
340143,CATAWBA VALLEY MEDICAL CENTER
340144,DAVIS REGIONAL MEDICAL CENTER
340145,CAROLINAS MEDICAL CENTER-LINCOLN
340147,NASH GENERAL HOSPITAL
340148,MEDICAL PARK HOSPITAL
340151,HALIFAX REGIONAL MEDICAL CENTER INC
340153,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL
340155,DURHAM REGIONAL HOSPITAL
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY
340158,BRUNSWICK COMMUNITY HOSPITAL
340159,PERSON MEMORIAL HOSPITAL
340160,MURPHY MEDICAL CENTER INC
340166,CAROLINAS MED CTR-UNIVERSITY
340168,WILMINGTON TREATMENT CENTER
340171,PRESBYTERIAN HOSPITAL MATTHEWS
340173,"WAKEMED, CARY HOSPITAL"
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE
340184,MEDWEST HAYWOOD
350002,ST ALEXIUS MEDICAL CENTER
350006,TRINITY HOSPITALS
350011,SANFORD MEDICAL CENTER FARGO
350015,MEDCENTER ONE
350019,ALTRU HOSPITAL
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK
350070,ESSENTIA HEALTH-FARGO
360001,MERCY HOSPITAL ANDERSON
360002,SAMARITAN HOSPITAL - PEOPLES HOSPITAL
360003,"UNIVERSITY HOSPITAL, INC"
360006,RIVERSIDE METHODIST HOSPITAL
360008,SOUTHERN OHIO MEDICAL CENTER
360009,LIMA MEMORIAL HEALTH SYSTEM
360010,UNION HOSPITAL
360011,MARION GENERAL HOSPITAL
360012,MOUNT CARMEL ST ANN'S HOSPITAL
360013,WILSON MEMORIAL HOSPITAL
360014,O'BLENESS MEMORIAL HOSPITAL
360016,"JEWISH HOSPITAL, LLC"
360017,GRANT MEDICAL CENTER
360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL
360020,SUMMA HEALTH SYSTEMS HOSPITALS
360025,FIRELANDS REGIONAL MEDICAL CENTER
360026,GREENE MEMORIAL HOSPITAL
360027,AKRON GENERAL MEDICAL CENTER
360029,WOOD COUNTY HOSPITAL
360032,GRAND LAKE HEALTH SYSTEM
360035,MOUNT CARMEL HEALTH
360036,WOOSTER COMMUNITY HOSPITAL
360037,ST VINCENT CHARITY MEDICAL CENTER
360039,GENESIS HEALTHCARE SYSTEM
360040,KNOX COMMUNITY HOSPITAL
360041,PARMA COMMUNITY GENERAL HOSPITAL
360044,WAYNE HOSPITAL
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER
360051,MIAMI VALLEY HOSPITAL
360052,GOOD SAMARITAN HOSPITAL
360054,HOLZER MEDICAL CENTER
360055,TRUMBULL MEMORIAL HOSPITAL
360056,MERCY HOSPITAL FAIRFIELD
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL
360059,METRO HEALTH MEDICAL CENTER
360064,ST ELIZABETH HEALTH CENTER
360065,FISHER-TITUS HOSPITAL
360066,ST RITA'S MEDICAL CENTER
360068,TOLEDO HOSPITAL THE
360070,MERCY MEDICAL CENTER
360071,VAN WERT COUNTY HOSPITAL
360072,FAIRFIELD MEDICAL CENTER
360074,FLOWER HOSPITAL
360075,UHHS RICHMOND HEIGHTS HOSPITAL
360076,ATRIUM MEDICAL CENTER
360077,FAIRVIEW HOSPITAL
360078,ROBINSON MEMORIAL HOSPITAL
360079,KETTERING MEDICAL CENTER
360080,EAST OHIO REGIONAL HOSPITAL
360081,MERCY ST CHARLES HOSPITAL
360082,EUCLID HOSPITAL
360084,AULTMAN HOSPITAL
360085,OHIO STATE UNIVERSITY HOSPITALS
360086,SPRINGFIELD REGIONAL MEDICAL CENTER
360087,LUTHERAN HOSPITAL
360089,MERCY TIFFIN HOSPITAL
360090,ST LUKE'S HOSPITAL
360091,MEDINA HOSPITAL
360092,MEMORIAL HOSPITAL OF UNION COUNTY
360095,BLANCHARD VALLEY HOSPITAL
360096,EAST LIVERPOOL CITY HOSPITAL
360098,LAKE HEALTH
360101,HURON HOSPITAL
360107,BELLEVUE HOSPITAL
360109,COSHOCTON COUNTY MEMORIAL HOSPITAL
360112,MERCY ST VINCENT MEDICAL CENTER
360113,MERCY FRANCISCAN HOSPITAL WESTERN HILLS
360115,UHHS BEDFORD MEDICAL CENTER
360116,BROWN COUNTY GENERAL HOSPITAL
360118,MEDCENTRAL HEALTH SYSTEM
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS
360123,ST JOHN MEDICAL CENTER
360125,ASHTABULA COUNTY MEDICAL CENTER
360130,AMHERST HOSPITAL
360131,ALLIANCE COMMUNITY HOSPITAL
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER
360134,GOOD SAMARITAN HOSPITAL
360137,UNIVERSITY HOSPITALS OF CLEVELAND
